Player,Org,ProfileURL,Region,MatchID,MapNum,MapName,SeriesFormat,R2.0,ACS,K,D,A,K:D,KAST,ADR,HS%,FK,FD
nAts,TL,https://www.vlr.gg/player/457/nats,EMEA,247100,137395,FracturePICK,bo1,1.21,242.0,20,15,3,1.33,67%,144.0,33%,3.0,3.0
Sayf,TL,https://www.vlr.gg/player/312/sayf,EMEA,247100,137395,FracturePICK,bo1,0.97,170.0,14,16,10,0.88,71%,112.0,23%,0.0,1.0
soulcas,TL,https://www.vlr.gg/player/101/soulcas,EMEA,247100,137395,FracturePICK,bo1,0.88,152.0,13,14,9,0.93,63%,94.0,36%,1.0,2.0
Jamppi,TL,https://www.vlr.gg/player/9780/jamppi,EMEA,247100,137395,FracturePICK,bo1,0.87,194.0,16,17,2,0.94,50%,126.0,17%,5.0,5.0
Redgar,TL,https://www.vlr.gg/player/1427/redgar,EMEA,247100,137395,FracturePICK,bo1,0.63,125.0,10,18,8,0.56,71%,92.0,20%,1.0,3.0
SUYGETSU,NAVI,https://www.vlr.gg/player/2858/suygetsu,EMEA,247100,137395,FracturePICK,bo1,1.27,179.0,17,10,7,1.7,75%,117.0,37%,1.0,0.0
cNed,NAVI,https://www.vlr.gg/player/573/cned,EMEA,247100,137395,FracturePICK,bo1,1.15,179.0,16,11,6,1.45,83%,121.0,28%,1.0,2.0
Zyppan,NAVI,https://www.vlr.gg/player/11/zyppan,EMEA,247100,137395,FracturePICK,bo1,0.97,223.0,18,18,2,1.0,50%,153.0,31%,4.0,3.0
Shao,NAVI,https://www.vlr.gg/player/384/shao,EMEA,247100,137395,FracturePICK,bo1,0.97,170.0,14,15,4,0.93,79%,116.0,23%,3.0,3.0
ANGE1,NAVI,https://www.vlr.gg/player/109/ange1,EMEA,247100,137395,FracturePICK,bo1,0.84,178.0,15,19,8,0.79,71%,117.0,28%,5.0,2.0
nAts,TL,https://www.vlr.gg/player/457/nats,EMEA,247100,137396,BindPICK,bo1,1.42,284.0,34,24,7,1.42,88%,193.0,29%,5.0,2.0
Sayf,TL,https://www.vlr.gg/player/312/sayf,EMEA,247100,137396,BindPICK,bo1,1.08,240.0,26,25,8,1.04,78%,171.0,19%,4.0,4.0
Jamppi,TL,https://www.vlr.gg/player/9780/jamppi,EMEA,247100,137396,BindPICK,bo1,0.96,193.0,22,21,2,1.05,66%,124.0,25%,3.0,3.0
Redgar,TL,https://www.vlr.gg/player/1427/redgar,EMEA,247100,137396,BindPICK,bo1,0.86,181.0,19,24,11,0.79,66%,119.0,38%,4.0,4.0
soulcas,TL,https://www.vlr.gg/player/101/soulcas,EMEA,247100,137396,BindPICK,bo1,0.67,101.0,11,19,8,0.58,66%,63.0,57%,2.0,1.0
SUYGETSU,NAVI,https://www.vlr.gg/player/2858/suygetsu,EMEA,247100,137396,BindPICK,bo1,1.22,204.0,24,18,7,1.33,81%,149.0,42%,2.0,2.0
ANGE1,NAVI,https://www.vlr.gg/player/109/ange1,EMEA,247100,137396,BindPICK,bo1,1.06,221.0,24,23,13,1.04,78%,152.0,33%,2.0,5.0
Shao,NAVI,https://www.vlr.gg/player/384/shao,EMEA,247100,137396,BindPICK,bo1,1.05,196.0,22,23,15,0.96,69%,134.0,30%,2.0,1.0
cNed,NAVI,https://www.vlr.gg/player/573/cned,EMEA,247100,137396,BindPICK,bo1,0.95,188.0,22,23,6,0.96,66%,117.0,27%,3.0,4.0
Zyppan,NAVI,https://www.vlr.gg/player/11/zyppan,EMEA,247100,137396,BindPICK,bo1,0.79,193.0,21,25,4,0.84,63%,139.0,22%,5.0,6.0
stax,KRX,https://www.vlr.gg/player/485/stax,Pacific,247101,137398,LotusPICK,bo1,1.17,225.0,23,20,6,1.15,64%,152.0,47%,2.0,2.0
Zest,KRX,https://www.vlr.gg/player/772/zest,Pacific,247101,137398,LotusPICK,bo1,1.14,226.0,21,20,8,1.05,75%,168.0,28%,1.0,3.0
Rb,KRX,https://www.vlr.gg/player/488/rb,Pacific,247101,137398,LotusPICK,bo1,0.94,185.0,16,19,9,0.84,68%,121.0,30%,1.0,3.0
MaKo,KRX,https://www.vlr.gg/player/4462/mako,Pacific,247101,137398,LotusPICK,bo1,0.78,128.0,12,19,9,0.63,64%,89.0,32%,0.0,1.0
BuZz,KRX,https://www.vlr.gg/player/804/buzz,Pacific,247101,137398,LotusPICK,bo1,0.53,156.0,15,24,6,0.62,57%,108.0,21%,4.0,11.0
aspas,LOUD,https://www.vlr.gg/player/8480/aspas,Americas,247101,137398,LotusPICK,bo1,1.44,297.0,29,18,9,1.61,86%,193.0,19%,7.0,2.0
cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,Americas,247101,137398,LotusPICK,bo1,1.15,224.0,22,18,8,1.22,68%,150.0,22%,2.0,1.0
saadhak,LOUD,https://www.vlr.gg/player/727/saadhak,Americas,247101,137398,LotusPICK,bo1,1.05,162.0,16,14,3,1.14,68%,111.0,18%,4.0,1.0
Less,LOUD,https://www.vlr.gg/player/8447/less,Americas,247101,137398,LotusPICK,bo1,1.0,188.0,19,19,8,1.0,75%,121.0,23%,2.0,0.0
tuyz,LOUD,https://www.vlr.gg/player/2408/tuyz,Americas,247101,137398,LotusPICK,bo1,0.95,159.0,16,18,21,0.89,86%,95.0,32%,5.0,4.0
MaKo,KRX,https://www.vlr.gg/player/4462/mako,Pacific,247101,137399,SplitPICK,bo1,1.5,223.0,17,8,7,2.12,74%,138.0,27%,0.0,0.0
BuZz,KRX,https://www.vlr.gg/player/804/buzz,Pacific,247101,137399,SplitPICK,bo1,1.29,314.0,21,15,6,1.4,79%,200.0,24%,6.0,3.0
Zest,KRX,https://www.vlr.gg/player/772/zest,Pacific,247101,137399,SplitPICK,bo1,1.01,226.0,13,13,10,1.0,74%,150.0,27%,2.0,2.0
Rb,KRX,https://www.vlr.gg/player/488/rb,Pacific,247101,137399,SplitPICK,bo1,0.98,169.0,12,10,3,1.2,63%,106.0,21%,3.0,1.0
stax,KRX,https://www.vlr.gg/player/485/stax,Pacific,247101,137399,SplitPICK,bo1,0.78,146.0,11,13,3,0.85,63%,85.0,20%,0.0,2.0
aspas,LOUD,https://www.vlr.gg/player/8480/aspas,Americas,247101,137399,SplitPICK,bo1,1.12,237.0,14,15,8,0.93,68%,166.0,26%,3.0,3.0
Less,LOUD,https://www.vlr.gg/player/8447/less,Americas,247101,137399,SplitPICK,bo1,1.01,218.0,16,16,3,1.0,74%,155.0,33%,2.0,3.0
saadhak,LOUD,https://www.vlr.gg/player/727/saadhak,Americas,247101,137399,SplitPICK,bo1,0.85,173.0,12,14,5,0.86,63%,99.0,16%,1.0,3.0
tuyz,LOUD,https://www.vlr.gg/player/2408/tuyz,Americas,247101,137399,SplitPICK,bo1,0.82,140.0,9,15,11,0.6,74%,98.0,24%,0.0,1.0
cauanzin,LOUD,https://www.vlr.gg/player/6193/cauanzin,Americas,247101,137399,SplitPICK,bo1,0.74,142.0,8,14,11,0.57,63%,81.0,17%,2.0,1.0
Rb,KRX,https://www.vlr.gg/player/488/rb,Pacific,247101,137400,Ascent,bo1,1.35,264.0,21,14,4,1.5,67%,178.0,21%,0.0,3.0
MaKo,KRX,https://www.vlr.gg/player/4462/mako,Pacific,247101,137400,Ascent,bo1,1.17,211.0,15,13,14,1.15,76%,128.0,34%,1.0,1.0
stax,KRX,https://www.vlr.gg/player/485/stax,Pacific,247101,137400,Ascent,bo1,1.12,196.0,15,15,13,1.0,71%,123.0,29%,2.0,2.0
